"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Oct 26 08:10:49 GMT 2022","Wed Oct 26 08:10:55 GMT 2022","5926","","Main page","","Main page","should has buttons on the page header","should has buttons on the page header",""
"passed","Wed Oct 26 08:14:41 GMT 2022","Wed Oct 26 08:14:45 GMT 2022","4164","","Blog page","","Blog page","should after click on ""Talk to an expert"" link, switch to page Contact","should after click on ""Talk to an expert"" link, switch to page Contact",""
"passed","Wed Oct 26 08:10:59 GMT 2022","Wed Oct 26 08:11:09 GMT 2022","9705","","Main page","","Main page","should after click on ""Talk to an expert"", switch to page Contact","should after click on ""Talk to an expert"", switch to page Contact",""
"passed","Wed Oct 26 08:11:03 GMT 2022","Wed Oct 26 08:11:13 GMT 2022","9242","","Main page","","Main page","should after click on ""Talk to an expert"", switch to page Contact","should after click on ""Talk to an expert"", switch to page Contact",""
"passed","Wed Oct 26 08:17:03 GMT 2022","Wed Oct 26 08:17:16 GMT 2022","12660","","Register Page","","Register Page","should registration with incorrect email credentials","should registration with incorrect email credentials",""
"broken","Wed Oct 26 08:13:17 GMT 2022","Wed Oct 26 08:14:57 GMT 2022","100041","","Main page","","Main page","should contain correct href for social links ","should contain correct href for social links ",""
"passed","Wed Oct 26 08:11:09 GMT 2022","Wed Oct 26 08:11:15 GMT 2022","5616","","Main page","","Main page","should after move to Products, show right links","should after move to Products, show right links",""
"passed","Wed Oct 26 08:17:16 GMT 2022","Wed Oct 26 08:17:28 GMT 2022","12803","","Register Page","","Register Page","should registration with correct credentials","should registration with correct credentials",""
"passed","Wed Oct 26 08:18:28 GMT 2022","Wed Oct 26 08:18:32 GMT 2022","4725","","Blog page","","Blog page","should after click on ""ebook"", contain name book","should after click on ""ebook"", contain name book",""
"passed","Wed Oct 26 08:13:27 GMT 2022","Wed Oct 26 08:13:41 GMT 2022","14152","","Register Page","","Register Page","should registration with correct credentials","should registration with correct credentials",""
"passed","Wed Oct 26 08:10:04 GMT 2022","Wed Oct 26 08:10:23 GMT 2022","19004","","Contact Us page","","Contact Us page","Fill out the ""contact us"" form","Fill out the ""contact us"" form",""
"passed","Wed Oct 26 08:17:36 GMT 2022","Wed Oct 26 08:17:57 GMT 2022","20765","","Blog page","","Blog page","should contain the name of the filters by content in the header of the articles","should contain the name of the filters by content in the header of the articles",""
"passed","Wed Oct 26 08:14:32 GMT 2022","Wed Oct 26 08:14:36 GMT 2022","3831","","Blog page","","Blog page","should subscribe with empty email","should subscribe with empty email",""
"passed","Wed Oct 26 08:18:11 GMT 2022","Wed Oct 26 08:18:14 GMT 2022","2960","","Blog page","","Blog page","should subscribe with empty email","should subscribe with empty email",""
"passed","Wed Oct 26 08:11:22 GMT 2022","Wed Oct 26 08:11:37 GMT 2022","14747","","Main page","","Main page","should after move to Pricing, show right links","should after move to Pricing, show right links",""
"passed","Wed Oct 26 08:18:14 GMT 2022","Wed Oct 26 08:18:18 GMT 2022","3174","","Blog page","","Blog page","should subscribe with right email","should subscribe with right email",""
"passed","Wed Oct 26 08:14:36 GMT 2022","Wed Oct 26 08:14:41 GMT 2022","4904","","Blog page","","Blog page","should subscribe with right email","should subscribe with right email",""
"passed","Wed Oct 26 08:09:55 GMT 2022","Wed Oct 26 08:10:04 GMT 2022","8761","","Contact Us page","","Contact Us page","Form ""contact us"" with empty credentials","Form ""contact us"" with empty credentials",""
"passed","Wed Oct 26 08:18:18 GMT 2022","Wed Oct 26 08:18:23 GMT 2022","5135","","Blog page","","Blog page","should after click on ""Talk to an expert"" link, switch to page Contact","should after click on ""Talk to an expert"" link, switch to page Contact",""
"passed","Wed Oct 26 08:17:57 GMT 2022","Wed Oct 26 08:18:11 GMT 2022","14291","","Blog page","","Blog page","should contain the name of the filters by product in the header of the articles","should contain the name of the filters by product in the header of the articles",""
"passed","Wed Oct 26 08:14:15 GMT 2022","Wed Oct 26 08:14:32 GMT 2022","17198","","Blog page","","Blog page","should contain the name of the filters by product in the header of the articles","should contain the name of the filters by product in the header of the articles",""
"passed","Wed Oct 26 08:11:13 GMT 2022","Wed Oct 26 08:11:22 GMT 2022","9668","","Main page","","Main page","should after move to Products, show right links","should after move to Products, show right links",""
"passed","Wed Oct 26 08:16:52 GMT 2022","Wed Oct 26 08:17:03 GMT 2022","11302","","Register Page","","Register Page","should registration with empty credentials","should registration with empty credentials",""
"passed","Wed Oct 26 08:10:46 GMT 2022","Wed Oct 26 08:10:51 GMT 2022","5031","","Main page","","Main page","should has buttons on the page header","should has buttons on the page header",""
"passed","Wed Oct 26 08:10:04 GMT 2022","Wed Oct 26 08:10:29 GMT 2022","24468","","Contact Us page","","Contact Us page","Fill out the ""contact us"" form","Fill out the ""contact us"" form",""
"passed","Wed Oct 26 08:12:59 GMT 2022","Wed Oct 26 08:13:12 GMT 2022","12806","","Register Page","","Register Page","should registration with empty credentials","should registration with empty credentials",""
"passed","Wed Oct 26 08:10:34 GMT 2022","Wed Oct 26 08:10:46 GMT 2022","11488","","Main page","","Main page","should show email on register page, after enter email on main page","should show email on register page, after enter email on main page",""
"passed","Wed Oct 26 08:11:15 GMT 2022","Wed Oct 26 08:11:20 GMT 2022","5386","","Main page","","Main page","should after move to Pricing, show right links","should after move to Pricing, show right links",""
"passed","Wed Oct 26 08:10:51 GMT 2022","Wed Oct 26 08:10:59 GMT 2022","8658","","Main page","","Main page","should after click on ""Sign up"", contain title Sign Up","should after click on ""Sign up"", contain title Sign Up",""
"passed","Wed Oct 26 08:13:12 GMT 2022","Wed Oct 26 08:13:27 GMT 2022","14739","","Register Page","","Register Page","should registration with incorrect email credentials","should registration with incorrect email credentials",""
"passed","Wed Oct 26 08:10:55 GMT 2022","Wed Oct 26 08:11:03 GMT 2022","8054","","Main page","","Main page","should after click on ""Sign up"", contain title Sign Up","should after click on ""Sign up"", contain title Sign Up",""
"passed","Wed Oct 26 08:18:23 GMT 2022","Wed Oct 26 08:18:28 GMT 2022","4810","","Blog page","","Blog page","should after click on ""Try for free"", contain title Sign Up","should after click on ""Try for free"", contain title Sign Up",""
"passed","Wed Oct 26 08:11:20 GMT 2022","Wed Oct 26 08:12:31 GMT 2022","71127","","Main page","","Main page","should have the correct title of all product links","should have the correct title of all product links",""
"passed","Wed Oct 26 08:14:45 GMT 2022","Wed Oct 26 08:14:59 GMT 2022","13920","","Blog page","","Blog page","should after click on ""Try for free"", contain title Sign Up","should after click on ""Try for free"", contain title Sign Up",""
"passed","Wed Oct 26 08:14:59 GMT 2022","Wed Oct 26 08:15:06 GMT 2022","6348","","Blog page","","Blog page","should after click on ""ebook"", contain name book","should after click on ""ebook"", contain name book",""
"passed","Wed Oct 26 08:12:31 GMT 2022","Wed Oct 26 08:12:39 GMT 2022","7927","","Main page","","Main page","should contain correct href for social links ","should contain correct href for social links ",""
"broken","Wed Oct 26 08:11:37 GMT 2022","Wed Oct 26 08:13:17 GMT 2022","100028","","Main page","","Main page","should have the correct title of all product links","should have the correct title of all product links",""
"passed","Wed Oct 26 08:09:53 GMT 2022","Wed Oct 26 08:10:04 GMT 2022","10590","","Contact Us page","","Contact Us page","Form ""contact us"" with empty credentials","Form ""contact us"" with empty credentials",""
"passed","Wed Oct 26 08:10:38 GMT 2022","Wed Oct 26 08:10:49 GMT 2022","10910","","Main page","","Main page","should show email on register page, after enter email on main page","should show email on register page, after enter email on main page",""
"passed","Wed Oct 26 08:13:49 GMT 2022","Wed Oct 26 08:14:15 GMT 2022","25962","","Blog page","","Blog page","should contain the name of the filters by content in the header of the articles","should contain the name of the filters by content in the header of the articles",""
