"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Oct 26 01:16:36 GMT 2022","Wed Oct 26 01:16:41 GMT 2022","4339","","Blog page","","Blog page","should after click on ""ebook"", contain name book","should after click on ""ebook"", contain name book",""
"broken","Wed Oct 26 01:12:00 GMT 2022","Wed Oct 26 01:13:00 GMT 2022","60007","","Main page","","Main page","should have the correct title of all product links","should have the correct title of all product links",""
"passed","Wed Oct 26 01:09:40 GMT 2022","Wed Oct 26 01:09:50 GMT 2022","10833","","Main page","","Main page","should show email on register page, after enter email on main page","should show email on register page, after enter email on main page",""
"passed","Wed Oct 26 01:10:00 GMT 2022","Wed Oct 26 01:10:06 GMT 2022","5946","","Main page","","Main page","should after move to Products, show right links","should after move to Products, show right links",""
"broken","Wed Oct 26 01:10:00 GMT 2022","Wed Oct 26 01:11:00 GMT 2022","60025","","Main page","","Main page","should after move to Products, show right links","should after move to Products, show right links",""
"passed","Wed Oct 26 01:08:58 GMT 2022","Wed Oct 26 01:09:22 GMT 2022","23607","","Contact Us page","","Contact Us page","Fill out the ""contact us"" form","Fill out the ""contact us"" form",""
"passed","Wed Oct 26 01:10:06 GMT 2022","Wed Oct 26 01:10:09 GMT 2022","3498","","Main page","","Main page","should after move to Pricing, show right links","should after move to Pricing, show right links",""
"passed","Wed Oct 26 01:15:46 GMT 2022","Wed Oct 26 01:16:10 GMT 2022","23473","","Blog page","","Blog page","should contain the name of the filters by content in the header of the articles","should contain the name of the filters by content in the header of the articles",""
"passed","Wed Oct 26 01:09:41 GMT 2022","Wed Oct 26 01:09:45 GMT 2022","4372","","Main page","","Main page","should has buttons on the page header","should has buttons on the page header",""
"passed","Wed Oct 26 01:13:25 GMT 2022","Wed Oct 26 01:13:38 GMT 2022","12909","","Register Page","","Register Page","should registration with incorrect email credentials","should registration with incorrect email credentials",""
"broken","Wed Oct 26 01:11:09 GMT 2022","Wed Oct 26 01:12:09 GMT 2022","60036","","Main page","","Main page","should contain correct href for social links ","should contain correct href for social links ",""
"broken","Wed Oct 26 01:11:00 GMT 2022","Wed Oct 26 01:12:00 GMT 2022","60008","","Main page","","Main page","should after move to Pricing, show right links","should after move to Pricing, show right links",""
"passed","Wed Oct 26 01:14:54 GMT 2022","Wed Oct 26 01:14:57 GMT 2022","3223","","Blog page","","Blog page","should subscribe with right email","should subscribe with right email",""
"passed","Wed Oct 26 01:16:23 GMT 2022","Wed Oct 26 01:16:26 GMT 2022","2631","","Blog page","","Blog page","should subscribe with empty email","should subscribe with empty email",""
"passed","Wed Oct 26 01:15:37 GMT 2022","Wed Oct 26 01:15:49 GMT 2022","12015","","Register Page","","Register Page","should registration with incorrect email credentials","should registration with incorrect email credentials",""
"passed","Wed Oct 26 01:16:26 GMT 2022","Wed Oct 26 01:16:29 GMT 2022","2738","","Blog page","","Blog page","should subscribe with right email","should subscribe with right email",""
"passed","Wed Oct 26 01:14:59 GMT 2022","Wed Oct 26 01:15:07 GMT 2022","7234","","Blog page","","Blog page","should after click on ""Try for free"", contain title Sign Up","should after click on ""Try for free"", contain title Sign Up",""
"passed","Wed Oct 26 01:08:53 GMT 2022","Wed Oct 26 01:08:58 GMT 2022","5296","","Contact Us page","","Contact Us page","Form ""contact us"" with empty credentials","Form ""contact us"" with empty credentials",""
