"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Oct 26 08:24:38 GMT 2022","Wed Oct 26 08:24:44 GMT 2022","6495","","Main page","","Main page","should show email on register page, after enter email on main page","should show email on register page, after enter email on main page",""
"passed","Wed Oct 26 08:24:48 GMT 2022","Wed Oct 26 08:24:52 GMT 2022","3884","","Main page","","Main page","should has buttons on the page header","should has buttons on the page header",""
"passed","Wed Oct 26 08:25:10 GMT 2022","Wed Oct 26 08:25:54 GMT 2022","44974","","Main page","","Main page","should have the correct title of all product links","should have the correct title of all product links",""
"passed","Wed Oct 26 08:24:44 GMT 2022","Wed Oct 26 08:24:49 GMT 2022","4119","","Main page","","Main page","should has buttons on the page header","should has buttons on the page header",""
"passed","Wed Oct 26 08:24:08 GMT 2022","Wed Oct 26 08:24:14 GMT 2022","5552","","Contact Us page","","Contact Us page","Form ""contact us"" with empty credentials","Form ""contact us"" with empty credentials",""
"broken","Wed Oct 26 08:26:56 GMT 2022","Wed Oct 26 08:28:36 GMT 2022","100071","","Main page","","Main page","should contain correct href for social links ","should contain correct href for social links ",""
"passed","Wed Oct 26 08:26:58 GMT 2022","Wed Oct 26 08:27:18 GMT 2022","20253","","Blog page","","Blog page","should contain the name of the filters by content in the header of the articles","should contain the name of the filters by content in the header of the articles",""
"passed","Wed Oct 26 08:30:46 GMT 2022","Wed Oct 26 08:30:57 GMT 2022","10901","","Register Page","","Register Page","should registration with correct credentials","should registration with correct credentials",""
"passed","Wed Oct 26 08:27:36 GMT 2022","Wed Oct 26 08:27:38 GMT 2022","1863","","Blog page","","Blog page","should after click on ""Talk to an expert"" link, switch to page Contact","should after click on ""Talk to an expert"" link, switch to page Contact",""
"passed","Wed Oct 26 08:31:04 GMT 2022","Wed Oct 26 08:31:22 GMT 2022","18088","","Blog page","","Blog page","should contain the name of the filters by content in the header of the articles","should contain the name of the filters by content in the header of the articles",""
"passed","Wed Oct 26 08:31:44 GMT 2022","Wed Oct 26 08:31:48 GMT 2022","3371","","Blog page","","Blog page","should after click on ""ebook"", contain name book","should after click on ""ebook"", contain name book",""
"passed","Wed Oct 26 08:26:30 GMT 2022","Wed Oct 26 08:26:41 GMT 2022","10901","","Register Page","","Register Page","should registration with correct credentials","should registration with correct credentials",""
"passed","Wed Oct 26 08:27:44 GMT 2022","Wed Oct 26 08:27:48 GMT 2022","3968","","Blog page","","Blog page","should after click on ""ebook"", contain name book","should after click on ""ebook"", contain name book",""
"passed","Wed Oct 26 08:24:07 GMT 2022","Wed Oct 26 08:24:19 GMT 2022","11977","","Contact Us page","","Contact Us page","Form ""contact us"" with empty credentials","Form ""contact us"" with empty credentials",""
"passed","Wed Oct 26 08:31:22 GMT 2022","Wed Oct 26 08:31:35 GMT 2022","12601","","Blog page","","Blog page","should contain the name of the filters by product in the header of the articles","should contain the name of the filters by product in the header of the articles",""
"passed","Wed Oct 26 08:24:52 GMT 2022","Wed Oct 26 08:24:59 GMT 2022","6293","","Main page","","Main page","should after click on ""Sign up"", contain title Sign Up","should after click on ""Sign up"", contain title Sign Up",""
"passed","Wed Oct 26 08:30:24 GMT 2022","Wed Oct 26 08:30:35 GMT 2022","10506","","Register Page","","Register Page","should registration with empty credentials","should registration with empty credentials",""
"passed","Wed Oct 26 08:26:08 GMT 2022","Wed Oct 26 08:26:18 GMT 2022","10536","","Register Page","","Register Page","should registration with empty credentials","should registration with empty credentials",""
"passed","Wed Oct 26 08:24:19 GMT 2022","Wed Oct 26 08:24:31 GMT 2022","11949","","Contact Us page","","Contact Us page","Fill out the ""contact us"" form","Fill out the ""contact us"" form",""
"passed","Wed Oct 26 08:31:35 GMT 2022","Wed Oct 26 08:31:37 GMT 2022","1711","","Blog page","","Blog page","should subscribe with empty email","should subscribe with empty email",""
"passed","Wed Oct 26 08:26:18 GMT 2022","Wed Oct 26 08:26:30 GMT 2022","11341","","Register Page","","Register Page","should registration with incorrect email credentials","should registration with incorrect email credentials",""
"passed","Wed Oct 26 08:24:49 GMT 2022","Wed Oct 26 08:24:55 GMT 2022","6639","","Main page","","Main page","should after click on ""Sign up"", contain title Sign Up","should after click on ""Sign up"", contain title Sign Up",""
"passed","Wed Oct 26 08:24:55 GMT 2022","Wed Oct 26 08:25:02 GMT 2022","6700","","Main page","","Main page","should after click on ""Talk to an expert"", switch to page Contact","should after click on ""Talk to an expert"", switch to page Contact",""
