"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Oct 26 00:39:02 GMT 2022","Wed Oct 26 00:39:08 GMT 2022","5965","","Blog page","","Blog page","should after click on ""Try for free"", contain title Sign Up","should after click on ""Try for free"", contain title Sign Up",""
"passed","Wed Oct 26 00:40:35 GMT 2022","Wed Oct 26 00:40:40 GMT 2022","4688","","Contact Us page","","Contact Us page","Form ""contact us"" with empty credentials","Form ""contact us"" with empty credentials",""
"failed","Wed Oct 26 00:37:36 GMT 2022","Wed Oct 26 00:38:02 GMT 2022","25794","","Register Page","","Register Page","should registration with correct credentials","should registration with correct credentials",""
"passed","Wed Oct 26 00:37:35 GMT 2022","Wed Oct 26 00:37:39 GMT 2022","3255","","Main page","","Main page","should after move to Pricing, show right links","should after move to Pricing, show right links",""
"passed","Wed Oct 26 00:38:52 GMT 2022","Wed Oct 26 00:38:55 GMT 2022","2478","","Blog page","","Blog page","should subscribe with empty email","should subscribe with empty email",""
"broken","Wed Oct 26 00:37:39 GMT 2022","Wed Oct 26 00:38:39 GMT 2022","60012","","Main page","","Main page","should have the correct title of all product links","should have the correct title of all product links",""
"passed","Wed Oct 26 00:37:08 GMT 2022","Wed Oct 26 00:37:16 GMT 2022","8155","","Main page","","Main page","should show email on register page, after enter email on main page","should show email on register page, after enter email on main page",""
"broken","Wed Oct 26 00:38:39 GMT 2022","Wed Oct 26 00:39:39 GMT 2022","60026","","Main page","","Main page","should contain correct href for social links ","should contain correct href for social links ",""
"passed","Wed Oct 26 00:38:37 GMT 2022","Wed Oct 26 00:38:52 GMT 2022","14944","","Blog page","","Blog page","should contain the name of the filters by product in the header of the articles","should contain the name of the filters by product in the header of the articles",""
"passed","Wed Oct 26 00:39:08 GMT 2022","Wed Oct 26 00:39:13 GMT 2022","5286","","Blog page","","Blog page","should after click on ""ebook"", contain name book","should after click on ""ebook"", contain name book",""
"passed","Wed Oct 26 00:38:55 GMT 2022","Wed Oct 26 00:38:58 GMT 2022","3112","","Blog page","","Blog page","should subscribe with right email","should subscribe with right email",""
"passed","Wed Oct 26 00:37:08 GMT 2022","Wed Oct 26 00:37:22 GMT 2022","13604","","Register Page","","Register Page","should registration with empty credentials","should registration with empty credentials",""
"passed","Wed Oct 26 00:37:31 GMT 2022","Wed Oct 26 00:37:35 GMT 2022","3906","","Main page","","Main page","should after move to Products, show right links","should after move to Products, show right links",""
"passed","Wed Oct 26 00:37:22 GMT 2022","Wed Oct 26 00:37:36 GMT 2022","14753","","Register Page","","Register Page","should registration with incorrect email credentials","should registration with incorrect email credentials",""
"passed","Wed Oct 26 00:37:20 GMT 2022","Wed Oct 26 00:37:24 GMT 2022","4212","","Main page","","Main page","should after click on ""Sign up"", contain title Sign Up","should after click on ""Sign up"", contain title Sign Up",""
"passed","Wed Oct 26 00:38:58 GMT 2022","Wed Oct 26 00:39:02 GMT 2022","4351","","Blog page","","Blog page","should after click on ""Talk to an expert"" link, switch to page Contact","should after click on ""Talk to an expert"" link, switch to page Contact",""
"passed","Wed Oct 26 00:38:15 GMT 2022","Wed Oct 26 00:38:37 GMT 2022","22235","","Blog page","","Blog page","should contain the name of the filters by content in the header of the articles","should contain the name of the filters by content in the header of the articles",""
"passed","Wed Oct 26 00:37:16 GMT 2022","Wed Oct 26 00:37:20 GMT 2022","3331","","Main page","","Main page","should has buttons on the page header","should has buttons on the page header",""
"passed","Wed Oct 26 00:40:40 GMT 2022","Wed Oct 26 00:40:58 GMT 2022","18581","","Contact Us page","","Contact Us page","Fill out the ""contact us"" form","Fill out the ""contact us"" form",""
"passed","Wed Oct 26 00:37:24 GMT 2022","Wed Oct 26 00:37:31 GMT 2022","7477","","Main page","","Main page","should after click on ""Talk to an expert"", switch to page Contact","should after click on ""Talk to an expert"", switch to page Contact",""
